0   0.0420   0.0350   0.042

1   0.0271   0.0201   0.025

2   0.0242   0.0162   0.021

0   3.7610   3.6550   3.785

1   3.2351   3.1851   3.311

2   3.0062   2.9942   3.108

0   4.8410   6.1120   4.331

1   4.3261   5.6111   3.848

2   4.0782   5.3422   3.604

0   6.8650   7.2460   4.649

1   6.3901   6.7301   4.167

2   6.1322   6.4382   3.923

0   6.7420   8.1350   5.162

1   6.2081   7.6251   4.726

2   5.9022   7.3272   4.508

0   8.9530   9.9770   5.867

1   8.4581   9.4711   5.387

2   8.1562   9.1582   5.124

