0   0.0320   0.0300   0.030

1   0.0181   0.0171   0.017

2   0.0152   0.0142   0.015

0   3.9690   3.7760   4.029

1   3.5211   3.3371   3.613

2   3.3152   3.1422   3.429

0   5.0640   5.5750   5.319

1   4.6381   5.1441   4.909

2   4.4382   4.9182   4.701

0   6.3010   6.9360   6.196

1   5.8591   6.5051   5.779

2   5.6352   6.2782   5.546

0   7.7450   7.2880   6.503

1   7.2661   6.8201   6.091

2   7.0032   6.5522   5.868

0   7.1330   9.5860   6.805

1   6.6971   9.1201   6.417

2   6.4672   8.8332   6.213

