CONECT    5    0    0    0    0   80
CONECT    4    0    0    0    0   81
CONECT   46    0    0    0    0   53
CONECT   45    0    0    0    0   54
CONECT   44    0    0    0    0   55
CONECT   43    0    0    0    0   56
CONECT   42    0    0    0    0   57
CONECT   41    0    0    0    0   58
CONECT   40    0    0    0    0   59
CONECT    3    0    0    0    0   82
CONECT   36    0    0    0    0   64
CONECT   35    0    0    0    0   65
CONECT   34    0    0    0    0   66
CONECT   33    0    0    0    0   67
CONECT   29    0    0    0    0   70
CONECT   28    0    0    0    0   71
CONECT    2    0    0    0    0   83
CONECT   27    0    0    0    0   72
CONECT    1    0    0    0    0   84
CONECT   15    0    0    0    0   22
CONECT   14    0    0    0    0   23
CONECT   13    0    0    0    0   24
CONECT   12    0    0    0    0   25
CONECT   15    0    0    0    0   22
CONECT   43    0    0    0    0   56
CONECT   12    0    0    0    0   25
CONECT   14    0    0    0    0   23
CONECT   42    0    0    0    0   57
CONECT   44    0    0    0    0   55
CONECT   41    0    0    0    0   58
CONECT   45    0    0    0    0   54
CONECT   13    0    0    0    0   24
CONECT   46    0    0    0    0   53
CONECT    1    0    0    0    0   84
CONECT    2    0    0    0    0   83
CONECT   27    0    0    0    0   72
CONECT    4    0    0    0    0   81
CONECT   40    0    0    0    0   59
CONECT    3    0    0    0    0   82
CONECT   34    0    0    0    0   66
CONECT    5    0    0    0    0   80
CONECT   35    0    0    0    0   65
CONECT   36    0    0    0    0   64
CONECT   10    0    0    0    0   26
CONECT   37    0    0    0    0   63
CONECT   39    0    0    0    0   60
CONECT    8    0    0    0    0   77
CONECT   11    0    0    0    0   73
