0   0.0370   0.0610   0.048

1   0.0211   0.0351   0.028

2   0.0182   0.0292   0.024

0   4.6810   5.4550   4.141

1   4.1681   5.0001   3.641

2   3.9202   4.7772   3.428

0   6.2370   6.1590   5.303

1   5.7541   5.6311   4.795

2   5.4972   5.3362   4.522

0   8.0700   8.1780   5.680

1   7.5951   7.6731   5.204

2   7.3132   7.3752   4.954

0   8.6230   9.0950   6.208

1   8.1101   8.5741   5.701

2   7.8022   8.2562   5.418

0  10.3110   8.6360   6.853

1   9.8411   8.1161   6.356

2   9.5482   7.7942   6.074

