0   3.6660   3.2650   2.482

1   3.2411   2.7881   2.010

2   3.0622   2.6012   1.828

0   5.8000   5.6150   4.605

1   5.3271   5.1131   4.129

2   5.0842   4.8622   3.894

0   8.5940   7.5450   5.571

1   8.1721   7.0771   5.083

2   7.9232   6.8172   4.819

0  10.1920   9.6470   6.689

1   9.7041   9.1151   6.179

2   9.3942   8.7872   5.873

0  11.6360  12.6100   6.250

1  11.1581  12.1431   5.734

2  10.8532  11.8542   5.448

0  11.4880  11.1080   6.797

1  11.0511  10.5821   6.251

2  10.7722  10.2522   5.925

